Megnevezés,Méret,Csatlakozás,Technológia,Tároló kapacitás,SSD max írás,SSD max olvasás,TBW,Világítás,Hűtőborda,Ár (FT),Méretek,PCI-e 4.0 SSD
"SANDISK 1TB Plus SATA 3 2.5"" SDSSDA-1T00-G26","2.5""",SATA 3,MLC,1000 GB,450 MB/s,535 MB/s,0 TB,Nem,Nem,38590,,
SEAGATE 480GB IronWolf 510 M.2 PCIe M.2 2280 ZP480NM30001,M.2 2280,M.2 PCIe,TLC,480 GB,600 MB/s,2650 MB/s,875 TB,Nem,Nem,45390,,
"TEAM GROUP 500GB DELTA TUF Gaming Alliance RGB SATA 3 2.5"" T253TT500G3C313","2.5""",SATA 3,TLC,500 GB,510 MB/s,560 MB/s,120 TB,Igen,Nem,30890,100 x 69.85 x 9.5 mm,
TOSHIBA 128GB BG4 M.2 PCIe M.2 2230 KBG40ZNS128G,M.2 2230,M.2 PCIe,TLC,128 GB,800 MB/s,2000 MB/s,0 TB,Nem,Nem,16890,2.23 x 22 x 30 mm,
TRANSCEND 1TB 110s M.2 PCIe M.2 2280 TS1TMTE110S,M.2 2280,M.2 PCIe,TLC,1000 GB,1700 MB/s,1500 MB/s,400 TB,Nem,Nem,43090,80 x 22 x 3.58 mm,
WD 2TB Black SN750 M.2 PCIe M.2 2280 WDS200T3X0C,M.2 2280,M.2 PCIe,TLC,2000 GB,2900 MB/s,3400 MB/s,600 TB,Nem,Nem,128490,80 x 24.2 x 8.1 mm,
WD 2TB Blue M.2 SATA M.2 2280 WDS200T2B0B,M.2 2280,M.2 SATA,TLC,2000 GB,530 MB/s,560 MB/s,400 TB,Nem,Nem,76391,,
"WD 2TB Green SATA 3 2.5"" WDS200T2G0A","2.5""",SATA 3,TLC,2000 GB,465 MB/s,540 MB/s,0 TB,Nem,Nem,68790,,
ADATA 256GB SX6000 Pro M.2 PCIe M.2 2280 ASX6000PNP-256GT-C,M.2 2280,M.2 PCIe,TLC,256 GB,1200 MB/s,2100 MB/s,150 TB,Nem,Nem,17090,22 x 80 x 2.15 mm,
ADATA 2TB XPG GAMMIX S50 M.2 PCIe M.2 2280 AGAMMIXS50-2TT-C,M.2 2280,M.2 PCIe,TLC,2000 GB,4400 MB/s,5000 MB/s,3600 TB,Nem,Igen,168290,22 x 80 x 6.1 mm,Igen
CORSAIR 1.9TB Force MP510 M.2 PCIe M.2 2280 CSSD-F1920GBMP510,M.2 2280,M.2 PCIe,TLC,1920 GB,2700 MB/s,3480 MB/s,3120 TB,Nem,Nem,112490,80 x 22 x 3 mm,
CORSAIR 500GB MP600 M.2 PCIe M.2 2280 CSSD-F500GBMP600,M.2 2280,M.2 PCIe,TLC,500 GB,2500 MB/s,4950 MB/s,900 TB,Nem,Igen,41590,80 x 23 x 15 mm,Igen
CRUCIAL 1TB MX500 M.2 SATA M.2 2280 CT1000MX500SSD4,M.2 2280,M.2 SATA,TLC,1000 GB,510 MB/s,560 MB/s,360 TB,Nem,Nem,51890,,
"EMTEC 120GB X150 SATA 3 2.5"" ECSSD120GX150","2.5""",SATA 3,TLC,120 GB,500 MB/s,520 MB/s,0 TB,Nem,Nem,9690,100 x 69.85 x 7 mm,
GIGABYTE 1TB AORUS Gen4 M.2 PCIe M.2 2280 GP-AG41TB,M.2 2280,M.2 PCIe,TLC,1000 GB,4400 MB/s,5000 MB/s,1800 TB,Nem,Nem,73890,8‎0.5 x 11.4 x 23.5 mm,Igen
GIGABYTE 256GB Internal M.2 PCIe M.2 2280 GP-GSM2NE8256GNTD,M.2 2280,M.2 PCIe,TLC,256 GB,800 MB/s,1200 MB/s,200 TB,Nem,Nem,16391,80 x 22 x 2.3 mm,
"GOODRAM 240GB CL100 Gen.3 SATA 3 2.5"" SSDPR-CL100-240-G3","2.5""",SATA 3,TLC,240 GB,400 MB/s,520 MB/s,0 TB,Nem,Nem,12590,,
KINGMAX 256GB PX3480 M.2 PCIe M.2 2280 KMPX3480-256G,M.2 2280,M.2 PCIe,TLC,256 GB,1000 MB/s,3000 MB/s,0 TB,Nem,Nem,15490,80 x 22 mm,
"KINGSTON 1.92TB A400 SATA 3 2.5"" SA400S37/1920G","2.5""",SATA 3,TLC,1920 GB,450 MB/s,500 MB/s,600 TB,Nem,Nem,71791,100 x 69.9 x 7 mm,
KINGSTON 500GB NV1 M.2 PCIe M.2 2280 SNVS/500G,M.2 2280,M.2 PCIe,TLC,500 GB,1700 MB/s,2100 MB/s,120 TB,Nem,Nem,20090,80 x 22 x 2.1 mm,Nem
"KIOXIA 480GB Exceria SATA 3 2.5"" LTC10Z480GG8","2.5""",SATA 3,TLC,480 GB,540 MB/s,550 MB/s,120 TB,Nem,Nem,19089,100.45 x 70.10 x 7.20 mm,
"KIOXIA 960GB Exceria SATA 3 2.5"" LTC10Z960GG8","2.5""",SATA 3,TLC,960 GB,540 MB/s,550 MB/s,240 TB,Nem,Nem,35390,100.45 x 70.10 x 7.20 mm,
PATRIOT 128GB P300 M.2 PCIe M.2 2280 P300P128GM28,M.2 2280,M.2 PCIe,TLC,128 GB,600 MB/s,1600 MB/s,40 TB,Nem,Nem,9889,80 x 22 x 4 mm,
SAMSUNG 1TB 980 M.2 PCIe M.2 2280 MZ-V8V1T0BW (Basic garancia),M.2 2280,M.2 PCIe,TLC,1000 GB,3000 MB/s,3500 MB/s,600 TB,Nem,Nem,49889,80.15 x 22.15 x 2.38 mm,
"SAMSUNG 2TB 860 PRO SATA 3 2.5"" MZ-76P2T0B/EU","2.5""",SATA 3,MLC,2000 GB,530 MB/s,560 MB/s,2400 TB,Nem,Nem,153690,100 X 69.85 X 6.8 mm,
"SAMSUNG 8TB 870 QVO SATA 3 2.5"" MZ-77Q8T0BW (Basic garancia)","2.5""",SATA 3,QLC,8000 GB,520 MB/s,550 MB/s,2880 TB,Nem,Nem,297190,100 x 69.85 x 6.8 mm,
"SANDISK 120GB Plus SATA 3 2.5"" SDSSDA-120G-G27","2.5""",SATA 3,TLC,120 GB,310 MB/s,530 MB/s,0 TB,Nem,Nem,11789,,
"SEAGATE 960GB IronWolf Pro 125 SATA 3 2.5"" ZA960NX10001","2.5""",SATA 3,TLC,960 GB,520 MB/s,545 MB/s,1750 TB,Nem,Nem,79390,100.35 x 70.1 x 7.1 mm,
SILICON POWER 1TB A60 M.2 PCIe M.2 2280 SP001TBP34A60M28,M.2 2280,M.2 PCIe,TLC,1000 GB,1600 MB/s,2200 MB/s,600 TB,Nem,Nem,38090,22.0 x 80.0 x 3.5 mm,
"SILICON POWER 480GB S55 SATA 3 2.5"" SP480GBSS3S55S25","2.5""",SATA 3,TLC,480 GB,480 MB/s,540 MB/s,250 TB,Nem,Nem,19990,,
SILICON POWER 512GB A60 M.2 2280 SP512GBP34A60M28,M.2 2280,M.2 PCIe,TLC,512 GB,1600 MB/s,2200 MB/s,300 TB,Nem,Nem,22990,22.0 x 80.0 x 3.5 mm,
"TEAM GROUP 960GB GX1 SATA 3 2.5"" T253X1960G0C101","2.5""",SATA 3,TLC,960 GB,480 MB/s,530 MB/s,240 TB,Nem,Nem,33590,100 x 70 x 7 mm,
"TOSHIBA 240GB TR200 SATA 3 2.5"" TR200 25SAT3-240G","2.5""",SATA 3,TLC,240 GB,540 MB/s,555 MB/s,60 TB,Nem,Nem,13691,,
TRANSCEND 128GB 230S mSATA TS128GMSA230S,mSATA,mSATA,TLC,128 GB,400 MB/s,550 MB/s,80 TB,Nem,Nem,10991,50.8 x 29.85 x 4.85 mm,
"TRANSCEND 128GB Internal PATA/IDE 2.5"" TS128GPSD330","2.5""",PATA/IDE,MLC,128 GB,67 MB/s,119 MB/s,0 TB,Nem,Nem,54091,,
TRANSCEND 240GB MTS820 M.2 SATA M.2 2280 TS240GMTS820S,M.2 2280,M.2 SATA,MLC,240 GB,510 MB/s,560 MB/s,0 TB,Nem,Nem,12189,,
TRANSCEND 256GB 830S M.2 SATA M.2 2280 TS256GMTS830S,M.2 2280,M.2 SATA,TLC,256 GB,500 MB/s,560 MB/s,140 TB,Nem,Nem,14690,80 x 22 x 3.58 mm,
TRANSCEND 64GB 370S mSATA TS64GMSA370S,mSATA,mSATA,TLC,64 GB,200 MB/s,530 MB/s,360 TB,Nem,Nem,12189,50.8 x 29.85 x 4.85 mm,
"VERBATIM 512GB Vi550 S3 SATA 3 2.5"" 49352","2.5""",SATA 3,TLC,512 GB,540 MB/s,560 MB/s,360 TB,Nem,Nem,23990,,
WD 1TB Red SA500 NAS M.2 SATA M.2 2280 WDS100T1R0B,M.2 2280,M.2 SATA,TLC,1000 GB,530 MB/s,560 MB/s,600 TB,Nem,Nem,40590,100 x 69.85 x 7 mm,
WD 2TB Black SN850 M.2 PCIe M.2 2280 WDS200T1X0E-00AFY0,M.2 2280,M.2 PCIe,TLC,2000 GB,5100 MB/s,7000 MB/s,1200 TB,Nem,Nem,200590,80 x 22 x 2.38 mm,Igen
"WD 2TB Red SA500 NAS SATA 3 2.5"" WDS200T1R0A","2.5""",SATA 3,TLC,2000 GB,530 MB/s,560 MB/s,1300 TB,Nem,Nem,109891,100 x 69.85 x 7 mm,
"ADATA 1.92TB Ultimate SU650 SATA 3 2.5"" ASU630SS-1T92Q-R","2.5""",SATA 3,QLC,1920 GB,450 MB/s,520 MB/s,400 TB,Nem,Nem,72690,100.45 x 69.85 x 7 mm,
"ADATA 1TB Ultimate SU750 SATA 3 2.5"" ASU750SS-1TT-C","2.5""",SATA 3,TLC,1000 GB,520 MB/s,550 MB/s,0 TB,Nem,Nem,42390,100.45 x 69.85 x 7 mm,
ADATA 2TB Gammix S50 Lite M.2 PCIe M.2 2280 AGAMMIXS50L-2T-C,M.2 2280,M.2 PCIe,TLC,2000 GB,3200 MB/s,3900 MB/s,1480 TB,Nem,Igen,102591,80 x 22 x 4.3 mm,
"ADATA 2TB Ultimate SU800 SATA 3 2.5"" ASU800SS-2TT-C","2.5""",SATA 3,TLC,2000 GB,500 MB/s,550 MB/s,1600 TB,Nem,Nem,88790,,
ADATA 2TB XPG Gammix S11 Pro M.2 PCIe M.2 2280 AGAMMIXS11P-2TT-C,M.2 2280,M.2 PCIe,TLC,2000 GB,3000 MB/s,3500 MB/s,1280 TB,Nem,Igen,96690,,
ADATA 2TB XPG GAMMIX S70 M.2 PCIe M.2 2280 AGAMMIXS70-2T-C,M.2 2280,M.2 PCIe,TLC,2000 GB,6400 MB/s,7400 MB/s,1480 TB,Nem,Igen,169090,80 x 25.2 x 15 mm,Igen
APACER 1TB AS2280P4 M.2 PCIe M.2 2280 AP1TBAS2280P4-1,M.2 2280,M.2 PCIe,TLC,1000 GB,2000 MB/s,3000 MB/s,800 TB,Nem,Nem,43190,80 x 22 x 2.38 mm,
APACER 240GB AST280 M.2 SATA M.2 2280 AP240GAST280-1,M.2 2280,M.2 SATA,TLC,240 GB,495 MB/s,520 MB/s,0 TB,Nem,Nem,14190,,
"APACER 256GB AS350 Panther SATA 3 2.5"" 95.DB2A0.P100C","2.5""",SATA 3,TLC,256 GB,298 MB/s,310 MB/s,0 TB,Nem,Nem,14190,100 x 69.9 x 7 mm,
CORSAIR 1TB MP600 Pro M.2 PCIe M.2 2280 CSSD-F1000GBMP600PRO,M.2 2280,M.2 PCIe,TLC,1000 GB,5500 MB/s,7000 MB/s,700 TB,Nem,Igen,87191,80 x 23 x 15 mm,Igen
CORSAIR 480GB MP510 M.2 PCIe M.2 2280 CSSD-F480GBMP510B,M.2 2280,M.2 PCIe,TLC,480 GB,2000 MB/s,3840 MB/s,360 TB,Nem,Nem,29990,,
"CRUCIAL 960GB BX500 SATA 3 2.5"" CT960BX500SSD1","2.5""",SATA 3,TLC,960 GB,500 MB/s,540 MB/s,0 TB,Nem,Nem,36190,,
GOODRAM 256GB IRDM M.2 PCIe M.2 2280 IR-SSDPR-P34B-256-80,M.2 2280,M.2 PCIe,TLC,256 GB,1000 MB/s,3000 MB/s,150 TB,Nem,Nem,15991,22 x 80 mm,
HP 120GB EX900 M.2 PCIe M.2 2280 2YY42AA,M.2 2280,M.2 PCIe,TLC,120 GB,1300 MB/s,2100 MB/s,0 TB,Nem,Nem,11890,,
HP 250GB EX900 M.2 PCIe M.2 2280 2YY43AA,M.2 2280,M.2 PCIe,TLC,250 GB,1300 MB/s,2100 MB/s,0 TB,Nem,Nem,16490,,
"HP 500GB S700 SATA 3 2.5"" 2DP99AA","2.5""",SATA 3,TLC,500 GB,515 MB/s,555 MB/s,295 TB,Nem,Nem,24489,,
"INTEGRALMEMORY 240GB P5 SATA 3 2.5"" INSSD240GS625P5","2.5""",SATA 3,TLC,240 GB,540 MB/s,560 MB/s,262 TB,Nem,Nem,13190,,
INTEGRALMEMORY 512GB MO-300 2020 mSATA INSSD512GMSA,mSATA,mSATA,TLC,512 GB,450 MB/s,520 MB/s,0 TB,Nem,Nem,25490,50.8 x 29.85 x 3.45 mm,
INTEL 1TB 760p Series M.2 PCIe M.2 2280 SSDPEKKW010T8X1,M.2 2280,M.2 PCIe,TLC,1000 GB,1625 MB/s,3230 MB/s,576 TB,Nem,Nem,66190,,
"INTENSO 960GB High SATA 3 2.5"" 3813460","2.5""",SATA 3,MLC,960 GB,500 MB/s,520 MB/s,0 TB,Nem,Nem,32290,,
"KINGSTON 256GB KC600 SATA 3 2.5"" SKC600B/256G","2.5""",SATA 3,TLC,256 GB,500 MB/s,550 MB/s,150 TB,Nem,Nem,22189,100.1 x 69.85 x 7 mm,
KINGSTON 2TB KC2000 NVMe M.2 PCIe M.2 2280 SKC2000M8/2000G,M.2 2280,M.2 PCIe,TLC,2000 GB,2200 MB/s,3200 MB/s,1200 TB,Nem,Nem,114690,80 x 3.5 x 22 mm,
KINGSTON 2TB KC2500 M.2 PCIe M.2 2280 SKC2500M8/2000G,M.2 2280,M.2 PCIe,TLC,2000 GB,2900 MB/s,3500 MB/s,1200 TB,Nem,Nem,98990,80 x 22 x 3.5 mm,
KINGSTON 480GB A400 M.2 SATA M.2 2280 SA400M8/480G,M.2 2280,M.2 SATA,TLC,480 GB,450 MB/s,500 MB/s,160 TB,Nem,Nem,21290,80 x 22 x 1.35 mm,
KIOXIA 1TB Exceria M.2 PCIe M.2 2280 LRC10Z001TG8,M.2 2280,M.2 PCIe,TLC,1000 GB,1600 MB/s,1700 MB/s,400 TB,Nem,Nem,37189,80.15 x 22.15 x 2.23 mm,
OWC 1TB Aura Pro X2 M.2 PCIe 2280 OWCS3DAPT4MB10,M.2 2280,M.2 PCIe,TLC,1000 GB,2400 MB/s,3200 MB/s,0 TB,Nem,Nem,88389,22 x 89 x 2.6 mm,
OWC 480GB Aura Pro X2 M.2 PCIe 2280 OWCS3DAPT4MB05,M.2 2280,M.2 PCIe,TLC,480 GB,2400 MB/s,3200 MB/s,0 TB,Nem,Nem,50289,22 x 89 x 2.6 mm,
"PATRIOT 128GB P210 SATA 3 2.5"" P210S128G25","2.5""",SATA 3,TLC,128 GB,430 MB/s,450 MB/s,0 TB,Nem,Nem,8790,100 x 69.6 x 7 mm,
"PHILIPS 120 Ultra Speed SATA 3 2.5"" PH511095","2.5""",SATA 3,TLC,120 GB,480 MB/s,550 MB/s,0 TB,Nem,Nem,10090,,
PNY 1TB CS3030 M.2 PCIe M.2 2280 M280CS3030-1TB-RB,M.2 2280,M.2 PCIe,TLC,1000 GB,3000 MB/s,3500 MB/s,1665 TB,Nem,Nem,48590,22 x 80 x 2 mm,
PNY 250GB CS3030 M.2 PCIe M.2 2280 M280CS3030-250-RB,M.2 2280,M.2 PCIe,TLC,250 GB,1050 MB/s,3500 MB/s,380 TB,Nem,Nem,16990,22 x 80 x 2 mm,
SAMSUNG 2TB 980 PRO M.2 PCIe M.2 2280 MZ-V8P2T0BW (Basic garancia),M.2 2280,M.2 PCIe,TLC,2000 GB,5000 MB/s,7000 MB/s,1200 TB,Nem,Nem,169790,80.15 x 22.15 x 2.38 mm,Igen
"SEAGATE 3.84TB IronWolf Pro 125 SATA 3 2.5"" ZA3840NX10001","2.5""",SATA 3,TLC,3840 GB,520 MB/s,545 MB/s,7000 TB,Nem,Nem,279090,100.35 x 70.1 x 7.1 mm,
"SEAGATE 500GB FireCuda 120 SATA 3 2.5"" ZA500GM1A001","2.5""",SATA 3,TLC,500 GB,540 MB/s,560 MB/s,700 TB,Nem,Nem,35390,100.35 x 70.1 x 7.1 mm,
SEAGATE 500GB FireCuda 520 M.2 PCIe M.2 2280 ZP500GM3A002,M.2 2280,M.2 PCIe,TLC,500 GB,4400 MB/s,5000 MB/s,900 TB,Nem,Nem,40390,,Igen
"SEAGATE 960GB Maxtor Z1 SATA 3 2.5"" YA960VC1A001","2.5""",SATA 3,TLC,960 GB,475 MB/s,540 MB/s,360 TB,Nem,Nem,35790,100 x 7 x 69.85 mm,
"SILICON POWER 120GB Slim S55 SATA 3 2.5"" Upgrade Kit SP120GBSS3S55S27","2.5""",SATA 3,TLC,120 GB,350 MB/s,500 MB/s,65 TB,Nem,Nem,12490,,
"SILICON POWER 240GB Slim S56 SATA 3 2.5"" SP240GBSS3S56B25","2.5""",SATA 3,TLC,240 GB,430 MB/s,460 MB/s,125 TB,Nem,Nem,13691,,
TEAM GROUP 1TB Cardea IOPS M.2 PCIe M.2 2280 TM8FPI001T0C322,M.2 2280,M.2 PCIe,TLC,1000 GB,3000 MB/s,3400 MB/s,1665 TB,Nem,Igen,53390,80 x 23.4 x 12.9 mm,
"TEAM GROUP 500GB Delta Max SATA 3 2.5"" T253TM500G3C302","2.5""",SATA 3,TLC,500 GB,510 MB/s,560 MB/s,120 TB,Igen,Nem,33890,100 x 69.85 x 9.5 mm,
"TEAM GROUP 512GB CX2 SATA 3 2.5"" T253X6512G0C101","2.5""",SATA 3,TLC,512 GB,470 MB/s,530 MB/s,120 TB,Nem,Nem,20490,100 x 69.9 x 7 mm,
"TEAM GROUP 512GB Vulcan G SATA 3 2.5"" T253TG512G3C301","2.5""",SATA 3,TLC,512 GB,500 MB/s,550 MB/s,120 TB,Igen,Nem,20190,100 x 69.9 x 7 mm,
"TRANSCEND 256GB SSD230 SATA 3 2.5"" TS256GSSD230S","2.5""",SATA 3,TLC,256 GB,500 MB/s,560 MB/s,140 TB,Nem,Nem,17290,,
"TRANSCEND 2TB SSD220Q SATA 3 2.5"" TS2TSSD220Q","2.5""",SATA 3,QLC,2000 GB,500 MB/s,550 MB/s,400 TB,Nem,Nem,76690,100 x 69.85 x 6.8 mm,
TRANSCEND 480GB JetDrive 820 M.2 PCIe M.2 2280 TS480GJDM820,M.2 2280,M.2 PCIe,TLC,480 GB,950 MB/s,950 MB/s,0 TB,Nem,Nem,73690,,
"TRANSCEND 512GB SSD230 SATA 3 2.5"" TS512GSSD230S","2.5""",SATA 3,TLC,512 GB,510 MB/s,560 MB/s,280 TB,Nem,Nem,30790,,
UMAX 256GB Internal M.2 SATA M.2 2242 UMM250002,M.2 2242,M.2 SATA,TLC,256 GB,450 MB/s,500 MB/s,0 TB,Nem,Nem,16990,,
ADATA 120GB SU650 M.2 SATA M.2 2280 ASU650NS38-120GT-C,M.2 2280,M.2 SATA,TLC,120 GB,510 MB/s,550 MB/s,70 TB,Nem,Nem,10690,80 x 22 x 3.5 mm,
ADATA 1TB XPG GAMMIX S5 M.2 PCIe M.2 2280 AGAMMIXS5-1TT-C,M.2 2280,M.2 PCIe,TLC,1000 GB,1500 MB/s,2100 MB/s,600 TB,Nem,Igen,47390,22 x 80 x 3.7 mm,
ADATA 1TB XPG GAMMIX S70 M.2 PCIe M.2 2280 AGAMMIXS70-1T-C,M.2 2280,M.2 PCIe,TLC,1000 GB,5500 MB/s,7400 MB/s,740 TB,Nem,Igen,78990,80 x 25.2 x 15 mm,Igen
ADATA 256GB SX6000 Lite M.2 PCIe M.2 2280 ASX6000LNP-256GT-C,M.2 2280,M.2 PCIe,TLC,256 GB,900 MB/s,1800 MB/s,120 TB,Nem,Nem,16290,22 x 80 x 2.15 mm,
ADATA 256GB Ultimate SU800 M.2 SATA M.2 2280 ASU800NS38-256GT-C,M.2 2280,M.2 SATA,TLC,256 GB,520 MB/s,560 MB/s,0 TB,Nem,Nem,16990,,
ADATA 2TB XPG GAMMIX S5 M.2 PCIe M.2 2280 AGAMMIXS5-2TT-C,M.2 2280,M.2 PCIe,TLC,2000 GB,1500 MB/s,2100 MB/s,1200 TB,Nem,Igen,84891,22 x 80 x 3.7 mm,
ADATA 2TB XPG SPECTRIX S40G RGB M.2 PCIe M.2 2280 AS40G-2TT-C,M.2 2280,M.2 PCIe,TLC,2000 GB,3000 MB/s,3500 MB/s,1280 TB,Igen,Nem,91890,22 x 80 x 8 mm,
"ADATA 480GB Ultimate SU650 SATA 3 2.5"" ASU650SS-480GT","2.5""",SATA 3,TLC,480 GB,450 MB/s,520 MB/s,280 TB,Nem,Nem,20290,,
ADATA 512GB Ultimate SU800 M.2 SATA M.2 2280 ASU800NS38-512GT-C,M.2 2280,M.2 SATA,TLC,512 GB,520 MB/s,560 MB/s,400 TB,Nem,Nem,25390,,
APACER 2TB AS2280Q4 M.2 PCIe M.2 2280 AP2TBAS2280Q4-1,M.2 2280,M.2 PCIe,TLC,2000 GB,4400 MB/s,5000 MB/s,0 TB,Nem,Igen,148090,80 x 22 x 1.35 mm,
APACER 480GB AS2280P4 M.2 PCIe M.2 2280 AP480GAS2280P4-1,M.2 2280,M.2 PCIe,TLC,480 GB,2100 MB/s,1500 MB/s,400 TB,Nem,Nem,22290,80 x 22 x 2.25 mm,
"APACER 480GB AS340 PANTHER SATA 3 2.5"" AP480GAS340G-1","2.5""",SATA 3,TLC,480 GB,450 MB/s,550 MB/s,0 TB,Nem,Nem,19690,,
"APACER 480GB AS350 Panther SATA 3 2.5"" AP480GAS350-1","2.5""",SATA 3,TLC,480 GB,350 MB/s,450 MB/s,0 TB,Nem,Nem,22790,100 x 69.9 x 7 mm,
APACER 500GB AS2280Q4 M.2 PCIe M.2 2280 AP500GAS2280Q4-1,M.2 2280,M.2 PCIe,TLC,500 GB,2500 MB/s,5000 MB/s,0 TB,Nem,Igen,41590,80 x 22 x 1.35 mm,
CORSAIR 4TB Force MP510 M.2 PCIe M.2 2280 CSSD-F4000GBMP510,M.2 2280,M.2 PCIe,TLC,4000 GB,2000 MB/s,3480 MB/s,3120 TB,Nem,Nem,296090,80 x 22 x 3 mm,
CORSAIR 4TB MP400 M.2 PCIe M.2 2280 CSSD-F4000GBMP400,M.2 2280,M.2 PCIe,QLC,4000 GB,3000 MB/s,3480 MB/s,800 TB,Nem,Nem,228791,80 x 23 x 15 mm,
CRUCIAL 2TB P5 M.2 PCIe M.2 2280 CT2000P5SSD8,M.2 2280,M.2 PCIe,TLC,2000 GB,3000 MB/s,3400 MB/s,1200 TB,Nem,Nem,120790,,
EMTEC 256GB X250 M.2 SATA M.2 2280 ECSSD256GX250,M.2 2280,M.2 SATA,TLC,256 GB,500 MB/s,520 MB/s,0 TB,Nem,Nem,16090,80 x 22 x 2 mm,
"GOODRAM 120GB CL100 Gen.3 SATA 3 2.5"" SSDPR-CL100-120-G3","2.5""",SATA 3,TLC,120 GB,360 MB/s,500 MB/s,0 TB,Nem,Nem,8890,,
"HP 120GB S700 SATA 3 2.5"" 2DP97AA","2.5""",SATA 3,TLC,120 GB,480 MB/s,550 MB/s,0 TB,Nem,Nem,11391,,
INTEGRALMEMORY 256GB MO-300 2020 mSATA INSSD256GMSA,mSATA,mSATA,TLC,256 GB,400 MB/s,500 MB/s,0 TB,Nem,Nem,14489,50.8 x 29.85 x 3.45 mm,
INTEL 512GB 545s Series M.2 SATA M.2 2280 SSDSCKKW512G8X1,M.2 2280,M.2 SATA,TLC,512 GB,500 MB/s,550 MB/s,288 TB,Nem,Nem,24190,,
KINGMAX 1TB PQ3480 M.2 PCIe M.2 2280 KMPQ3480-1TB,M.2 2280,M.2 PCIe,TLC,1000 GB,1800 MB/s,1950 MB/s,0 TB,Nem,Nem,40090,22 x 80 mm,
"KINGMAX 480GB SMQ SATA 3 2.5"" KM480GSMQ32","2.5""",SATA 3,QLC,480 GB,480 MB/s,540 MB/s,0 TB,Nem,Nem,20390,100.5 x 69.9 x 7 mm,
"KINGMAX 480GB SMV32 SATA 3 2.5"" KM480GSMV32","2.5""",SATA 3,TLC,480 GB,480 MB/s,500 MB/s,0 TB,Nem,Nem,20290,100 x 69.85 x 7 mm,
KINGSTON 1TB KC600 mSATA SKC600MS/1024G,mSATA,mSATA,TLC,1000 GB,520 MB/s,550 MB/s,600 TB,Nem,Nem,48190,50.8 x2 9.85 x 4.85 mm,Nem
"KINGSTON 1TB KC600 SATA 3 2.5"" SKC600B/1024G","2.5""",SATA 3,TLC,1000 GB,520 MB/s,550 MB/s,600 TB,Nem,Nem,58790,100.1 x 69.85 x 7 mm,
KINGSTON 256GB KC600 mSATA SKC600MS/256G,mSATA,mSATA,TLC,256 GB,500 MB/s,550 MB/s,150 TB,Nem,Nem,15890,50.8 x2 9.85 x 4.85 mm,Nem
"KINGSTON 2TB KC600 SATA 3 2.5"" SKC600/2048G","2.5""",SATA 3,TLC,2000 GB,520 MB/s,550 MB/s,1200 TB,Nem,Nem,102191,100.1 x 69.85 x 7 mm,
KINGSTON 2TB NV1 M.2 PCIe M.2 2280 SNVS/2000G,M.2 2280,M.2 PCIe,TLC,2000 GB,1700 MB/s,2100 MB/s,480 TB,Nem,Nem,74590,80 x 22 x 2.1 mm,Nem
LCPOWER 512GB Phenom Pro M.2 PCIe M.2 2280 LC-M2-NVME-PRO-512GB,M.2 2280,M.2 PCIe,TLC,512 GB,2000 MB/s,3200 MB/s,0 TB,Nem,Nem,30190,80 x 22 x 3.8 mm,
"PATRIOT 1TB P210 SATA 3 2.5"" P210S1TB25","2.5""",SATA 3,TLC,1000 GB,430 MB/s,520 MB/s,0 TB,Nem,Nem,39290,100 x 69.6 x 7 mm,
PATRIOT 1TB VPN100 M.2 PCIe M.2 2280 VPN100-1TBM28H,M.2 2280,M.2 PCIe,TLC,1000 GB,3000 MB/s,3450 MB/s,0 TB,Nem,Igen,52790,22 x 80 x 10.5 mm,
"PATRIOT 2TB P200 SATA 3 2.5"" P200S2TB25","2.5""",SATA 3,TLC,2000 GB,460 MB/s,530 MB/s,1000 TB,Nem,Nem,79990,100 x 69.85 x 7 mm,
PATRIOT 2TB VPN100 M.2 PCIe M.2 2280 VPN100-2TBM28H,M.2 2280,M.2 PCIe,TLC,2000 GB,3100 MB/s,3000 MB/s,0 TB,Nem,Igen,105390,22 x 80 x 10.5 mm,
"PATRIOT 480GB Burst Elite SATA 3 2.5"" PBE480GS25SSDR","2.5""",SATA 3,TLC,480 GB,320 MB/s,450 MB/s,400 TB,Nem,Nem,19190,100 x 69 x 7 mm,
"SAMSUNG 4TB 870 EVO SATA 3 2.5"" MZ-77E4T0B/EU (Basic garancia)","2.5""",SATA 3,TLC,4000 GB,530 MB/s,560 MB/s,2400 TB,Nem,Nem,172490,100 x 69.85 x 7 mm,
SANDISK 1TB Extreme PRO M.2 PCIe M.2 2280 SDSSDXPM2-1T00-G25,M.2 2280,M.2 PCIe,,1000 GB,2800 MB/s,3400 MB/s,600 TB,Nem,Nem,62490,,
SANDISK 2TB Extreme PRO M.2 PCIe M.2 2280 SDSSDXPM2-2T00-G25,M.2 2280,M.2 PCIe,,2000 GB,2800 MB/s,3400 MB/s,1200 TB,Nem,Nem,201891,,
"SANDISK 2TB Ultra 3D SATA 3 2.5"" SDSSDH3-2T00-G25","2.5""",SATA 3,TLC,2000 GB,530 MB/s,560 MB/s,500 TB,Nem,Nem,86791,,
"SANDISK 4TB Ultra 3D SATA 3 2.5"" SDSSDH3-4T00-G25","2.5""",SATA 3,TLC,4000 GB,530 MB/s,560 MB/s,1000 TB,Nem,Nem,250290,,
